market_id,market_name,weather_date,weather_code,temperature_2m_mean_c,temperature_2m_max_c,temperature_2m_min_c,apparent_temperature_mean_c,precipitation_sum_mm,rain_sum_mm,precipitation_hours,wind_speed_10m_max_kmh,is_rain_day,source,fetched_at_utc
1,Singapore,2024-01-01,63,25.5,29.0,23.1,30.5,12.5,12.5,13.0,14.7,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-01-02,63,25.9,29.8,23.3,30.9,25.8,25.8,13.0,15.8,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-01-03,65,25.7,29.5,23.4,30.8,25.6,25.6,10.0,13.3,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-01-04,63,24.9,27.5,23.2,29.5,16.2,16.2,15.0,16.0,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-01-05,63,25.3,28.4,23.4,29.5,19.2,19.2,14.0,19.7,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-01-06,65,25.5,28.8,23.1,30.5,34.8,34.8,14.0,13.6,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-01-07,65,24.0,25.8,22.5,28.7,39.3,39.3,22.0,12.3,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-01-08,55,25.6,30.0,22.4,30.4,4.9,4.9,14.0,17.8,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-01-09,65,25.2,29.0,23.3,30.5,55.5,55.5,16.0,8.3,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-01-10,63,25.2,28.1,23.5,29.8,18.6,18.6,16.0,15.7,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-01-11,61,26.2,30.1,23.0,31.0,3.1,3.1,9.0,14.8,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-01-12,63,24.9,27.8,23.1,29.4,29.3,29.3,12.0,14.4,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-01-13,61,25.7,29.8,23.2,30.8,7.8,7.8,12.0,15.4,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-01-14,55,26.0,29.7,23.5,30.4,7.6,7.6,16.0,18.3,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-01-15,63,25.7,29.3,23.5,30.2,18.0,18.0,12.0,17.0,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-01-16,65,25.4,28.8,23.5,30.0,16.6,16.6,14.0,16.9,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-01-17,63,25.5,28.4,23.2,29.9,15.9,15.9,18.0,20.4,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-01-18,65,25.5,29.0,23.4,30.0,20.5,20.5,13.0,18.8,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-01-19,63,25.7,28.5,24.0,30.4,13.2,13.2,16.0,17.0,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-01-20,63,24.2,26.4,23.3,29.0,40.7,40.7,24.0,10.6,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-01-21,63,25.6,30.7,22.5,30.3,5.1,5.1,6.0,12.2,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-01-22,61,26.4,31.2,23.1,31.3,2.2,2.2,7.0,11.2,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-01-23,63,25.9,30.0,23.5,31.3,16.4,16.4,13.0,11.2,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-01-24,65,25.5,29.1,23.7,30.5,38.9,38.9,15.0,11.2,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-01-25,65,25.3,29.1,22.6,30.0,31.0,31.0,14.0,12.9,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-01-26,63,26.0,30.0,23.7,30.2,24.0,24.0,19.0,20.6,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-01-27,61,26.4,29.9,23.7,30.2,2.6,2.6,7.0,22.3,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-01-28,53,26.2,29.6,23.1,30.1,2.7,2.7,8.0,21.0,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-01-29,53,26.1,29.7,23.2,30.1,3.5,3.5,10.0,17.7,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-01-30,53,26.0,29.9,22.5,30.2,3.0,3.0,4.0,16.1,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-01-31,63,26.3,30.4,22.7,30.9,4.6,4.6,5.0,15.9,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-02-01,63,26.5,29.7,23.9,31.3,10.4,10.4,10.0,16.1,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-02-02,63,26.4,30.2,23.1,31.6,9.2,9.2,8.0,14.7,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-02-03,63,26.6,31.2,23.8,31.9,7.6,7.6,11.0,14.8,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-02-04,51,26.6,32.0,22.4,31.4,0.3,0.3,2.0,15.7,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-02-05,61,26.5,31.3,22.8,31.3,2.8,2.8,6.0,15.7,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-02-06,63,26.5,32.0,22.4,31.6,5.4,5.4,8.0,17.5,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-02-07,63,26.6,30.6,23.6,31.7,6.6,6.6,6.0,15.0,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-02-08,61,26.5,31.0,23.2,32.1,3.2,3.2,9.0,9.8,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-02-09,65,26.5,31.0,24.3,31.7,10.0,10.0,6.0,14.2,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-02-10,65,26.0,31.1,22.4,29.8,14.6,14.6,6.0,20.0,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-02-11,53,26.3,30.8,22.5,29.8,0.8,0.8,4.0,24.2,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-02-12,63,25.6,27.2,24.0,29.0,21.9,21.9,18.0,20.8,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-02-13,63,25.9,28.9,23.8,29.5,15.1,15.1,10.0,23.2,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-02-14,51,26.9,30.6,24.1,31.2,0.8,0.8,7.0,22.5,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-02-15,65,26.3,29.2,23.9,30.6,20.2,20.2,9.0,20.3,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-02-16,61,26.4,29.4,24.2,30.5,4.5,4.5,10.0,23.0,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-02-17,55,26.1,29.5,23.4,30.3,2.6,2.6,5.0,19.0,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-02-18,53,26.9,31.0,23.7,31.8,3.2,3.2,10.0,13.8,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-02-19,65,27.1,30.8,23.8,32.0,10.3,10.3,5.0,14.6,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-02-20,53,27.1,31.2,23.5,32.5,3.9,3.9,11.0,12.9,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-02-21,61,26.8,31.4,23.6,32.5,3.0,3.0,9.0,10.2,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-02-22,53,27.0,31.5,24.1,33.1,2.9,2.9,7.0,8.9,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-02-23,63,27.2,31.1,24.2,32.4,7.6,7.6,10.0,14.6,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-02-24,53,27.0,31.5,23.2,31.7,1.1,1.1,4.0,14.5,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-02-25,51,27.1,31.6,22.8,31.5,0.5,0.5,2.0,16.0,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-02-26,51,27.4,31.1,24.4,31.4,0.4,0.4,3.0,21.2,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-02-27,63,26.2,28.4,24.0,30.4,10.5,10.5,7.0,16.5,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-02-28,3,27.5,31.8,24.6,31.2,0.0,0.0,0.0,20.5,False,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-02-29,51,27.5,32.3,23.4,31.5,0.4,0.4,3.0,18.4,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-03-01,63,27.4,31.9,24.7,32.4,12.9,12.9,8.0,16.2,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-03-02,61,27.0,31.8,23.9,31.7,4.3,4.3,8.0,20.5,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-03-03,63,26.2,30.1,23.6,31.1,19.1,19.1,16.0,18.1,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-03-04,63,26.8,30.6,23.9,32.3,11.2,11.2,14.0,13.4,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-03-05,65,26.1,30.5,23.7,31.8,23.0,23.0,11.0,11.7,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-03-06,55,26.7,31.0,23.2,32.5,2.3,2.3,8.0,7.7,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-03-07,65,26.8,31.0,24.5,33.0,45.7,45.7,13.0,10.0,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-03-08,63,26.0,29.6,23.0,31.7,23.0,23.0,18.0,14.2,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-03-09,51,27.1,31.4,23.8,32.2,0.1,0.1,1.0,11.9,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-03-10,63,26.5,30.0,23.9,31.4,8.9,8.9,9.0,15.0,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-03-11,3,27.2,31.5,24.0,31.5,0.0,0.0,0.0,15.7,False,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-03-12,51,27.1,30.6,24.3,31.7,1.1,1.1,6.0,16.1,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-03-13,51,27.1,31.6,23.4,31.4,0.1,0.1,1.0,16.6,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-03-14,3,27.1,32.2,23.1,31.6,0.0,0.0,0.0,16.2,False,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-03-15,51,26.8,31.5,21.8,31.2,0.1,0.1,1.0,14.8,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-03-16,3,27.3,32.2,23.2,32.0,0.0,0.0,0.0,12.7,False,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-03-17,51,27.5,31.8,23.3,32.0,0.8,0.8,4.0,15.5,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-03-18,53,27.5,32.0,22.6,32.3,1.6,1.6,4.0,14.4,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-03-19,53,27.9,32.2,24.5,32.8,1.4,1.4,4.0,14.9,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-03-20,63,27.2,31.8,24.8,31.8,12.4,12.4,8.0,19.3,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-03-21,63,27.1,30.6,24.0,31.5,8.8,8.8,9.0,17.8,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-03-22,53,27.5,31.5,23.8,31.9,1.5,1.5,5.0,15.2,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-03-23,53,27.9,33.4,23.0,32.8,2.3,2.3,3.0,11.0,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-03-24,63,28.4,34.2,24.0,33.5,4.5,4.5,4.0,13.8,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-03-25,55,28.5,33.7,24.2,33.8,1.9,1.9,5.0,11.9,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-03-26,51,28.8,33.8,24.6,33.8,0.1,0.1,1.0,16.4,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-03-27,53,28.3,33.2,23.5,33.4,1.3,1.3,4.0,13.0,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-03-28,53,28.5,33.8,24.2,33.7,2.4,2.4,5.0,14.0,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-03-29,61,28.4,32.8,24.8,33.3,4.0,4.0,7.0,16.1,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-03-30,65,28.0,32.0,24.8,33.4,34.2,34.2,10.0,17.3,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-03-31,65,28.1,33.2,24.9,34.5,13.8,13.8,11.0,10.0,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-04-01,65,27.5,31.8,24.7,33.8,22.5,22.5,14.0,10.9,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-04-02,61,27.8,31.6,23.9,34.4,5.1,5.1,12.0,9.4,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-04-03,63,27.6,32.2,24.5,34.2,5.9,5.9,11.0,10.1,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-04-04,63,27.1,31.8,24.0,33.6,9.7,9.7,9.0,13.1,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-04-05,61,27.9,32.5,23.9,34.2,6.1,6.1,9.0,9.3,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-04-06,51,28.3,33.2,23.4,34.1,0.4,0.4,3.0,10.2,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-04-07,63,28.0,32.8,24.6,34.1,5.5,5.5,4.0,9.7,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-04-08,63,27.4,31.9,24.5,33.6,20.5,20.5,13.0,11.8,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-04-09,61,27.8,32.3,24.2,34.2,3.2,3.2,10.0,11.5,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-04-10,65,26.4,29.5,24.0,32.2,15.0,15.0,9.0,12.2,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-04-11,63,26.9,30.5,24.4,31.9,4.7,4.7,7.0,17.2,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-04-12,63,25.0,26.1,23.8,30.1,29.7,29.7,11.0,12.8,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-04-13,63,26.8,31.0,23.5,32.5,21.3,21.3,11.0,13.3,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-04-14,63,26.5,29.8,24.4,32.4,20.2,20.2,12.0,9.7,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-04-15,61,26.4,29.5,24.2,32.2,4.5,4.5,11.0,10.8,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-04-16,63,26.3,30.1,24.6,32.3,21.8,21.8,11.0,8.4,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-04-17,65,26.5,30.2,23.9,32.7,19.3,19.3,14.0,10.9,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-04-18,65,26.5,30.6,23.2,32.8,13.8,13.8,8.0,8.3,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-04-19,65,26.7,31.0,23.9,33.1,16.1,16.1,7.0,6.9,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-04-20,63,26.4,30.2,24.3,32.6,16.0,16.0,13.0,10.2,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-04-21,63,26.9,31.4,23.8,33.1,14.5,14.5,12.0,10.0,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-04-22,61,27.4,31.5,24.3,33.8,7.3,7.3,10.0,10.9,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-04-23,61,28.0,32.3,24.2,34.9,7.3,7.3,11.0,10.1,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-04-24,63,27.4,31.2,23.5,33.5,9.1,9.1,9.0,12.6,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-04-25,61,28.0,31.6,25.2,34.8,6.5,6.5,10.0,8.7,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-04-26,63,27.8,32.6,24.5,34.3,5.7,5.7,4.0,14.2,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-04-27,61,27.7,31.6,24.3,34.5,9.6,9.6,13.0,9.9,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-04-28,63,27.7,31.0,25.0,34.0,6.9,6.9,7.0,15.2,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-04-29,51,28.3,31.8,24.7,34.7,0.7,0.7,5.0,10.9,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-04-30,53,28.4,31.6,25.5,34.9,1.1,1.1,4.0,13.3,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-05-01,65,27.8,31.6,24.9,34.5,22.9,22.9,11.0,13.7,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-05-02,65,27.3,31.1,24.2,33.8,12.2,12.2,8.0,11.5,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-05-03,63,27.8,32.2,25.1,34.5,9.6,9.6,11.0,9.7,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-05-04,65,25.2,27.0,23.5,30.8,76.0,76.0,17.0,11.5,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-05-05,61,27.9,30.6,25.1,33.7,4.5,4.5,9.0,14.1,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-05-06,53,28.5,32.2,25.5,34.8,1.6,1.6,4.0,12.9,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-05-07,65,27.2,30.0,24.8,33.5,27.3,27.3,12.0,10.8,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-05-08,61,26.6,30.5,23.9,32.5,2.7,2.7,3.0,8.9,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-05-09,51,28.4,32.0,25.1,34.4,0.1,0.1,1.0,10.9,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-05-10,63,27.9,30.8,25.8,33.9,9.7,9.7,8.0,13.9,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-05-11,61,28.0,32.3,24.0,33.9,3.6,3.6,6.0,14.1,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-05-12,63,28.0,31.6,25.1,34.5,9.0,9.0,9.0,8.6,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-05-13,63,27.7,32.4,23.7,34.0,6.6,6.6,7.0,11.8,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-05-14,63,27.6,33.0,23.5,33.3,7.8,7.8,8.0,13.3,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-05-15,51,28.4,32.0,25.1,34.8,0.6,0.6,4.0,9.9,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-05-16,65,27.0,30.4,25.1,33.0,24.7,24.7,14.0,14.6,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-05-17,61,27.7,30.8,24.5,33.9,6.2,6.2,7.0,13.0,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-05-18,65,27.3,30.9,25.3,33.5,17.5,17.5,9.0,16.6,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-05-19,65,27.3,30.0,25.0,33.2,22.4,22.4,11.0,13.0,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-05-20,63,27.0,30.0,25.0,32.9,10.6,10.6,13.0,10.7,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-05-21,65,27.2,30.5,24.9,33.2,14.8,14.8,14.0,13.1,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-05-22,65,27.1,30.8,24.0,33.5,33.9,33.9,18.0,11.4,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-05-23,65,26.9,30.7,24.0,33.2,22.5,22.5,12.0,9.2,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-05-24,55,26.6,29.9,24.4,32.6,4.0,4.0,12.0,9.2,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-05-25,63,26.8,30.3,24.1,33.1,7.9,7.9,12.0,10.8,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-05-26,53,27.6,31.0,24.3,33.9,2.0,2.0,8.0,9.8,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-05-27,65,28.1,30.5,26.3,34.5,15.2,15.2,10.0,13.4,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-05-28,65,28.1,31.5,25.0,34.2,24.2,24.2,10.0,17.0,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-05-29,63,27.8,31.5,25.1,34.2,15.5,15.5,11.0,14.6,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-05-30,61,28.1,30.9,25.5,34.0,3.2,3.2,3.0,16.6,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-05-31,63,27.4,29.7,25.4,33.6,11.9,11.9,8.0,12.0,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-06-01,65,25.7,27.9,23.7,31.1,33.1,33.1,14.0,14.2,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-06-02,63,26.4,29.7,23.8,31.8,10.8,10.8,13.0,10.4,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-06-03,65,26.2,30.4,23.9,32.3,26.6,26.6,12.0,14.8,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-06-04,63,27.0,30.5,23.4,32.9,12.9,12.9,11.0,9.8,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-06-05,53,28.0,31.3,24.8,34.0,3.0,3.0,8.0,11.2,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-06-06,61,27.8,31.2,24.5,33.9,3.4,3.4,8.0,9.7,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-06-07,63,27.0,30.9,24.1,33.2,7.9,7.9,8.0,7.7,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-06-08,65,26.9,30.0,25.0,32.8,30.9,30.9,14.0,9.3,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-06-09,61,27.3,30.5,24.5,33.1,2.4,2.4,5.0,9.4,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-06-10,63,27.5,30.6,24.7,33.4,8.3,8.3,7.0,10.0,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-06-11,53,27.9,32.0,23.6,33.9,1.2,1.2,3.0,7.5,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-06-12,63,26.9,30.2,23.6,33.2,15.0,15.0,12.0,9.0,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-06-13,63,27.1,31.7,23.8,33.4,10.3,10.3,11.0,9.1,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-06-14,61,26.5,30.7,23.8,32.5,8.3,8.3,10.0,10.5,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-06-15,61,27.0,30.6,24.1,32.8,3.3,3.3,5.0,11.4,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-06-16,51,27.3,30.1,24.6,33.1,0.3,0.3,3.0,11.7,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-06-17,65,26.6,30.3,24.4,31.9,8.5,8.5,4.0,17.3,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-06-18,65,26.2,29.3,24.0,31.7,19.9,19.9,11.0,13.0,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-06-19,55,26.8,29.6,24.1,32.1,1.6,1.6,6.0,15.1,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-06-20,61,26.9,30.2,24.4,32.3,5.1,5.1,12.0,12.2,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-06-21,63,25.8,27.2,23.8,30.6,12.7,12.7,17.0,13.7,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-06-22,63,25.3,26.9,23.9,29.6,23.8,23.8,15.0,17.1,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
1,Singapore,2024-06-23,53,27.2,29.6,25.0,32.2,1.6,1.6,5.0,15.6,True,open_meteo_historical_weather_api,2026-06-11T10:40:28Z
